fdc_id,name,category,source,calories,protein,carbs,fat,fiber,sugar,sodium,calcium,iron
169738,"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)",Cereal Grains and Pasta,SR Legacy,352.0,13.9,73.4,2.93,9.2,0.0,6.0,29.0,3.62
173264,"Pasta, gluten-free, rice flour and rice bran extract, cooked, DE BOLES",Cereal Grains and Pasta,SR Legacy,836.0,4.21,40.8,1.7,1.9,0.0,4.0,21.0,0.62
172024,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, cooked (Includes foods for USDA's Food Distribution Program)",Cereal Grains and Pasta,SR Legacy,652.0,5.67,30.9,1.48,4.5,0.0,4.0,11.0,1.58
172025,"Pasta, whole grain, 51% whole wheat, remaining enriched semolina, dry (Includes foods for USDA's Food Distribution Program)",Cereal Grains and Pasta,SR Legacy,361.0,13.2,73.3,2.55,11.3,0.0,12.0,25.0,3.41
170683,"Amaranth grain, cooked",Cereal Grains and Pasta,SR Legacy,102.0,3.8,18.7,1.58,2.1,0.0,6.0,47.0,2.1
170682,"Amaranth grain, uncooked",Cereal Grains and Pasta,SR Legacy,371.0,13.6,65.2,7.02,6.7,0.0,4.0,159.0,7.61
170684,Arrowroot flour,Cereal Grains and Pasta,SR Legacy,357.0,0.3,88.2,0.1,3.4,0.0,2.0,40.0,0.33
169739,Barley flour or meal,Cereal Grains and Pasta,SR Legacy,345.0,10.5,74.5,1.6,10.1,0.0,4.0,32.0,2.68
169740,Barley malt flour,Cereal Grains and Pasta,SR Legacy,361.0,10.3,78.3,1.84,7.1,0.0,11.0,37.0,4.71
170283,"Barley, hulled",Cereal Grains and Pasta,SR Legacy,354.0,12.5,73.5,2.3,17.3,0.0,12.0,33.0,3.6
170285,"Barley, pearled, cooked",Cereal Grains and Pasta,SR Legacy,515.0,2.26,28.2,0.44,3.8,0.0,3.0,11.0,1.33
170284,"Barley, pearled, raw",Cereal Grains and Pasta,SR Legacy,352.0,9.91,77.7,1.16,15.6,0.0,9.0,29.0,2.5
170286,Buckwheat,Cereal Grains and Pasta,SR Legacy,343.0,13.2,71.5,3.4,10.0,0.0,1.0,18.0,2.2
170687,"Buckwheat flour, whole-groat",Cereal Grains and Pasta,SR Legacy,1400.0,12.6,70.6,3.1,10.0,0.0,11.0,41.0,4.06
173576,"Oil, oat",Fats and Oils,SR Legacy,3700.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
172666,"Bagels, oat bran",Baked Products,SR Legacy,255.0,10.7,53.3,1.2,3.6,0.0,590.0,12.0,3.08
172676,"Bread, oat bran",Baked Products,SR Legacy,236.0,10.4,39.8,4.4,4.5,0.0,353.0,65.0,3.12
172769,"Muffins, oat bran",Baked Products,SR Legacy,270.0,7.0,48.3,7.4,4.6,0.0,393.0,63.0,4.2
168873,"Oat bran, cooked",Cereal Grains and Pasta,SR Legacy,40.0,3.21,11.4,0.86,2.6,0.0,1.0,10.0,0.88
168872,"Oat bran, raw",Cereal Grains and Pasta,SR Legacy,246.0,17.3,66.2,7.03,15.4,0.0,4.0,58.0,5.41
174626,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, dry",Breakfast Cereals,SR Legacy,1520.0,17.0,62.9,7.97,14.3,0.0,5.0,79.0,8.07
172677,"Bread, oat bran, toasted",Baked Products,SR Legacy,259.0,11.4,43.7,4.8,4.9,0.0,387.0,71.0,3.43
169741,"Oat flour, partially debranned",Cereal Grains and Pasta,SR Legacy,1690.0,14.7,65.7,9.12,6.5,0.0,19.0,55.0,4.0
175028,"Rolls, dinner, oat bran",Baked Products,SR Legacy,236.0,9.5,40.2,4.6,4.1,0.0,413.0,85.0,4.14
172978,"Cereals, Oat Bran, QUAKER, QUAKER/MOTHER'S Oat Bran, prepared with water, salt",Breakfast Cereals,SR Legacy,43.0,2.03,7.49,0.95,1.7,0.0,46.0,11.0,0.97
174627,"Cereals, QUAKER, Oat Bran, QUAKER/MOTHER'S Oat Bran, prepared with water, no salt",Breakfast Cereals,SR Legacy,43.0,2.03,7.49,0.95,1.7,0.0,3.0,11.0,0.97
173904,"Cereals, oats, regular and quick, not fortified, dry",Breakfast Cereals,SR Legacy,1590.0,13.2,67.7,6.52,10.1,0.0,6.0,52.0,4.25
172682,"Bread, reduced-calorie, oat bran",Baked Products,SR Legacy,201.0,8.0,41.3,3.2,12.0,0.0,459.0,57.0,3.15
172989,"Cereals, QUAKER, Quick Oats, Dry",Breakfast Cereals,SR Legacy,371.0,13.7,68.2,6.87,9.4,0.0,3.0,47.0,4.64
174640,"Cereals, QUAKER, Quick Oats with Iron, Dry",Breakfast Cereals,SR Legacy,1550.0,13.7,68.2,6.87,9.4,0.0,3.0,47.0,49.4
172683,"Bread, reduced-calorie, oat bran, toasted",Baked Products,SR Legacy,239.0,9.5,49.2,3.8,14.3,0.0,547.0,68.0,3.75
171661,"Cereals, oats, instant, fortified, plain, dry",Breakfast Cereals,SR Legacy,1520.0,11.9,69.5,6.9,10.0,0.0,220.0,351.0,24.7
169039,"Cereals ready-to-eat, frosted oat cereal with marshmallows",Breakfast Cereals,SR Legacy,400.0,7.1,84.7,3.33,4.3,0.0,533.0,333.0,15.0
171664,"Cereals, oats, instant, fortified, with cinnamon and spice, dry",Breakfast Cereals,SR Legacy,1540.0,9.53,76.1,4.84,8.0,0.0,434.0,234.0,8.46
173149,"Formulated bar, high fiber, chewy, oats and chocolate",Snacks,SR Legacy,389.0,5.0,69.8,10.0,22.5,0.0,237.0,250.0,0.9
169705,Oats (Includes foods for USDA's Food Distribution Program),Cereal Grains and Pasta,SR Legacy,389.0,16.9,66.3,6.9,10.6,0.0,2.0,54.0,4.72
167725,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",Breakfast Cereals,SR Legacy,380.0,10.0,78.0,3.0,8.0,0.0,380.0,80.0,2.88
169859,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with almonds",Breakfast Cereals,SR Legacy,1710.0,7.7,79.6,7.3,5.5,0.0,417.0,35.0,33.8
173921,"Cereals ready-to-eat, QUAKER WHOLE HEARTS oat cereal",Breakfast Cereals,SR Legacy,376.0,7.63,80.1,5.61,9.1,0.0,554.0,0.0,32.1
174632,"Cereals ready-to-eat, QUAKER, MOTHER'S Cinnamon Oat Crunch",Breakfast Cereals,SR Legacy,382.0,10.6,79.8,4.56,8.1,0.0,275.0,50.0,3.24
174620,"Cereals ready-to-eat, QUAKER, QUAKER OAT CINNAMON LIFE",Breakfast Cereals,SR Legacy,374.0,9.14,79.0,4.1,6.3,0.0,463.0,387.0,23.2
173891,"Cereals ready-to-eat, QUAKER, QUAKER OAT LIFE, plain",Breakfast Cereals,SR Legacy,374.0,9.98,77.7,4.43,6.6,0.0,501.0,351.0,29.3
173920,"Cereals, oats, instant, fortified, maple and brown sugar, dry",Breakfast Cereals,SR Legacy,1620.0,9.25,76.7,4.73,7.2,0.0,505.0,258.0,10.4
173906,"Cereals, oats, instant, fortified, with cinnamon and spice, prepared with water",Breakfast Cereals,SR Legacy,96.0,2.37,19.0,1.21,2.0,0.0,111.0,61.0,2.11
173908,"Cereals, oats, instant, fortified, with raisins and spice, prepared with water",Breakfast Cereals,SR Legacy,369.0,1.98,17.9,0.95,1.3,0.0,111.0,56.0,2.21
173659,"Beverages, drink mix, QUAKER OATS, GATORADE, orange flavor, powder",Beverages,SR Legacy,388.0,0.0,94.1,1.23,0.0,0.0,63.0,40.0,0.34
169063,"Breakfast bars, oats, sugar, raisins, coconut (include granola bar)",Snacks,SR Legacy,1940.0,9.8,66.7,17.6,3.1,0.0,251.0,60.0,3.18
171679,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey",Breakfast Cereals,SR Legacy,396.0,6.78,84.9,4.17,5.0,0.0,515.0,23.0,27.0
173020,"Cereals ready-to-eat, POST HONEY BUNCHES OF OATS with cinnamon bunches",Breakfast Cereals,SR Legacy,1670.0,7.1,82.8,5.0,5.8,0.0,464.0,36.0,28.0
173015,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS with vanilla bunches",Breakfast Cereals,SR Legacy,1650.0,7.9,81.8,5.1,7.8,0.0,267.0,33.0,28.9
168138,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",Breakfast Cereals,SR Legacy,401.0,7.12,81.2,5.46,4.2,0.0,454.0,23.0,34.8
174663,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, pecan bunches",Breakfast Cereals,SR Legacy,399.0,7.0,82.0,5.4,5.2,0.0,483.0,19.0,15.5
173019,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, with real strawberries",Breakfast Cereals,SR Legacy,1670.0,6.7,83.3,4.9,5.4,0.0,410.0,26.0,26.1
172986,"Cereals ready-to-eat, QUAKER, MOTHER'S Toasted Oat Bran cereal",Breakfast Cereals,SR Legacy,1560.0,11.4,75.4,5.04,8.6,0.0,653.0,58.0,4.07
171680,"Cereals ready-to-eat, MALT-O-MEAL, OAT BLENDERS with honey & almonds",Breakfast Cereals,SR Legacy,1590.0,7.8,77.3,4.88,6.1,0.0,453.0,33.0,41.4
173892,"Cereals ready-to-eat, QUAKER, 100% Natural Granola, Oats, Wheat and Honey",Breakfast Cereals,SR Legacy,1760.0,10.6,73.6,11.6,10.2,0.0,50.0,109.0,2.81
171662,"Cereals, oats, instant, fortified, plain, prepared with water (boiling water added or microwaved)",Breakfast Cereals,SR Legacy,283.0,2.37,11.7,1.36,1.7,0.0,49.0,80.0,5.96
173134,"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Honey Nut Oat Bar",Snacks,SR Legacy,381.0,22.5,55.1,7.87,11.0,0.0,318.0,0.0,18.2
172975,"Cereals ready-to-eat, QUAKER, QUAKER 100% Natural Granola with Oats, Wheat, Honey, and Raisins",Breakfast Cereals,SR Legacy,1720.0,9.66,74.7,10.4,9.4,0.0,54.0,101.0,2.69
171675,"Cereals, oats, regular and quick and instant, unenriched, cooked with water (includes boiling and microwaving), with salt",Breakfast Cereals,SR Legacy,71.0,2.54,12.0,1.52,1.7,0.0,71.0,9.0,0.9
168917,"Quinoa, cooked",Cereal Grains and Pasta,SR Legacy,120.0,4.4,21.3,1.92,2.8,0.0,7.0,17.0,1.49
168874,"Quinoa, uncooked",Cereal Grains and Pasta,SR Legacy,1540.0,14.1,64.2,6.07,7.0,0.0,5.0,47.0,4.57
174916,"Bread, pita, whole-wheat",Baked Products,SR Legacy,1100.0,9.8,55.9,1.71,6.1,0.0,421.0,15.0,3.06
174091,"Bread, french or vienna, whole wheat",Baked Products,SR Legacy,239.0,8.33,49.1,1.04,4.2,0.0,375.0,42.0,0.75
172688,"Bread, whole-wheat, commercially prepared",Baked Products,SR Legacy,1060.0,12.4,42.7,3.5,6.0,0.0,455.0,161.0,2.47
172689,"Bread, whole-wheat, commercially prepared, toasted",Baked Products,SR Legacy,306.0,16.3,51.2,4.07,7.5,0.0,565.0,130.0,2.96
172690,"Bread, whole-wheat, prepared from recipe",Baked Products,SR Legacy,278.0,8.4,51.4,5.4,6.0,0.0,346.0,33.0,3.1
172686,"Bread, wheat",Baked Products,SR Legacy,274.0,10.7,47.5,4.53,4.0,0.0,473.0,125.0,3.6
174077,"Bread, naan, whole wheat, commercially prepared, refrigerated",Baked Products,SR Legacy,286.0,10.2,46.2,6.7,4.8,0.0,467.0,59.0,1.73
174076,"Bread, paratha, whole wheat, commercially prepared, frozen",Baked Products,SR Legacy,1360.0,6.36,45.4,13.2,9.6,0.0,452.0,25.0,1.61
172691,"Bread, whole-wheat, prepared from recipe, toasted",Baked Products,SR Legacy,305.0,9.2,56.4,5.9,6.7,0.0,381.0,36.0,3.4
172672,"Bread, cracked-wheat",Baked Products,SR Legacy,260.0,8.7,49.5,3.9,5.5,0.0,538.0,43.0,2.81
171850,"Bread, wheat, sprouted",Baked Products,SR Legacy,188.0,13.2,33.9,0.0,5.3,0.0,474.0,0.0,1.89
172687,"Bread, wheat, toasted",Baked Products,SR Legacy,1310.0,13.0,55.8,4.27,4.7,0.0,601.0,165.0,4.09
167532,"Bread, white wheat",Baked Products,SR Legacy,994.0,10.7,43.9,2.15,9.2,0.0,478.0,684.0,4.89
174075,"Bread, chapati or roti, whole wheat, commercially prepared, frozen",Baked Products,SR Legacy,299.0,7.85,46.1,9.2,9.7,0.0,298.0,36.0,2.2
172749,"Crackers, whole-wheat",Baked Products,SR Legacy,427.0,10.6,69.6,14.1,10.3,0.0,800.0,36.0,3.34
168944,"Wheat flour, whole-grain, soft wheat",Cereal Grains and Pasta,SR Legacy,332.0,9.61,74.5,1.95,13.1,0.0,3.0,33.0,3.71
174921,"Bread, reduced-calorie, wheat",Baked Products,SR Legacy,907.0,13.3,42.5,2.92,11.1,0.0,332.0,163.0,2.91
171851,"Bread, wheat, sprouted, toasted",Baked Products,SR Legacy,856.0,14.3,36.8,0.0,5.7,0.0,515.0,0.0,2.06
168913,"Wheat flours, bread, unenriched",Cereal Grains and Pasta,SR Legacy,361.0,12.0,72.5,1.66,2.4,0.0,2.0,15.0,0.9
172742,"Crackers, matzo, whole-wheat",Baked Products,SR Legacy,351.0,13.1,78.9,1.5,11.8,0.0,2.0,23.0,4.65
790085,"Flour, whole wheat, unenriched",Cereal Grains and Pasta,Foundation,1550.0,15.1,71.2,2.73,10.6,0.0,3.0,38.0,3.86
172762,"Muffins, English, whole-wheat",Baked Products,SR Legacy,203.0,8.8,40.4,2.1,6.7,0.0,364.0,265.0,2.45
172794,"Rolls, dinner, whole-wheat",Baked Products,SR Legacy,266.0,8.7,51.1,4.7,7.5,0.0,521.0,106.0,2.42
168896,"Wheat flour, white, bread, enriched",Cereal Grains and Pasta,SR Legacy,1510.0,12.0,72.5,1.66,2.4,0.0,2.0,15.0,4.41
172823,"Crackers, whole-wheat, low salt",Baked Products,SR Legacy,443.0,8.8,68.6,17.2,10.5,0.0,186.0,50.0,3.08
167933,"Crackers, whole-wheat, reduced fat",Baked Products,SR Legacy,416.0,11.3,75.5,7.59,10.9,0.0,745.0,39.0,3.56
171846,"Crackers, standard snack-type, with whole wheat",Baked Products,SR Legacy,463.0,7.29,68.4,17.8,4.9,0.0,748.0,167.0,3.65
171853,"Pancakes, whole wheat, dry mix, incomplete",Baked Products,SR Legacy,350.0,10.5,74.1,1.32,7.9,0.0,1630.0,158.0,7.11
172776,"Pancakes, whole-wheat, dry mix, incomplete",Baked Products,SR Legacy,344.0,12.8,71.0,1.5,0.0,0.0,1420.0,449.0,7.84
174090,"Rolls, hamburger or hot dog, whole wheat",Baked Products,SR Legacy,269.0,12.4,44.9,4.38,6.1,0.0,477.0,198.0,2.42
174081,"Tortillas, ready-to-bake or -fry, whole wheat",Baked Products,SR Legacy,1300.0,9.76,45.9,9.76,9.8,0.0,617.0,244.0,2.63
171359,"Babyfood, cereal, whole wheat, with apples, dry fortified",Baby Foods,SR Legacy,1680.0,6.6,83.2,4.8,6.7,0.0,66.0,600.0,45.0
174641,"Cereals, QUAKER, Whole Wheat Natural Cereal, dry",Breakfast Cereals,SR Legacy,1390.0,11.8,74.8,2.0,9.9,0.0,8.0,44.0,3.3
171667,"Cereals, whole wheat hot natural cereal, dry",Breakfast Cereals,SR Legacy,1430.0,11.2,75.2,2.0,9.5,0.0,2.0,40.0,3.39
167942,"Crackers, saltines, whole wheat (includes multi-grain)",Baked Products,SR Legacy,1660.0,7.14,68.2,10.7,6.7,0.0,1210.0,0.0,5.14
175010,"Pancakes, whole-wheat, dry mix, incomplete, prepared",Baked Products,SR Legacy,208.0,8.5,29.4,6.5,2.8,0.0,572.0,250.0,3.11
174085,"Waffles, whole wheat, lowfat, frozen, ready-to-heat",Baked Products,SR Legacy,257.0,7.14,49.2,3.57,4.3,0.0,557.0,143.0,6.43
168013,"Bread, multi-grain (includes whole-grain)",Baked Products,SR Legacy,1110.0,13.4,43.3,4.23,7.4,0.0,381.0,103.0,2.5
168009,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",Baked Products,SR Legacy,240.0,3.81,46.1,4.47,5.1,0.0,441.0,159.0,3.17
174914,"Bread, multi-grain, toasted (includes whole-grain)",Baked Products,SR Legacy,288.0,14.5,47.1,4.6,8.1,0.0,414.0,111.0,2.72
170795,"School Lunch, chicken nuggets, whole grain breaded",Fast Foods,SR Legacy,270.0,15.7,22.9,12.9,2.2,0.0,511.0,32.0,1.99
170794,"School Lunch, chicken patty, whole grain breaded",Fast Foods,SR Legacy,1030.0,17.6,12.5,13.9,2.3,0.0,467.0,34.0,3.77
171677,"Cereals, whole wheat hot natural cereal, cooked with water, with salt",Breakfast Cereals,SR Legacy,259.0,2.0,13.7,0.4,1.6,0.0,233.0,7.0,0.62
167965,"Snacks, pretzels, hard, whole-wheat including both salted and unsalted",Snacks,SR Legacy,1510.0,11.1,81.3,2.6,7.7,0.0,203.0,28.0,2.69
167599,"Udi's, Gluten Free, Soft & Hearty Whole Grain Bread",Baked Products,SR Legacy,1300.0,7.25,49.1,9.34,4.9,0.0,510.0,60.0,0.76
171668,"Cereals, whole wheat hot natural cereal, cooked with water, without salt",Breakfast Cereals,SR Legacy,259.0,2.0,13.7,0.4,1.6,0.0,0.0,7.0,0.62
167943,"Bread, potato",Baked Products,SR Legacy,266.0,12.5,47.1,3.13,6.3,0.0,375.0,188.0,2.25
168446,Potato flour,Vegetables and Vegetable Products,SR Legacy,1490.0,6.9,83.1,0.34,5.9,0.0,55.0,65.0,1.38
170092,Potato pancakes,Vegetables and Vegetable Products,SR Legacy,1120.0,6.08,27.8,14.8,3.3,0.0,764.0,32.0,1.67
173508,"Babyfood, potatoes, toddler",Baby Foods,SR Legacy,52.0,1.0,11.7,0.1,0.9,0.0,57.0,4.0,0.2
170032,"Potatoes, raw, skin",Vegetables and Vegetable Products,SR Legacy,58.0,2.57,12.4,0.1,2.5,0.0,10.0,30.0,3.24
168854,"Snacks, potato sticks",Snacks,SR Legacy,522.0,6.7,53.3,34.4,3.4,0.0,633.0,18.0,2.27
168853,"Snack, potato chips, made from dried potatoes, plain",Snacks,SR Legacy,545.0,4.62,55.4,35.3,2.9,0.0,529.0,17.0,0.8
174804,"Snacks, potato chips, made from dried potatoes (preformed), multigrain",Snacks,SR Legacy,505.0,5.3,65.3,24.7,2.7,0.0,544.0,26.0,0.85
169678,"Snacks, potato chips, made from dried potatoes, cheese-flavor",Snacks,SR Legacy,551.0,7.0,50.6,37.0,3.4,0.0,600.0,110.0,1.6
167553,"Snacks, potato chips, made from dried potatoes, reduced fat",Snacks,SR Legacy,502.0,4.56,64.8,26.1,3.2,0.0,450.0,29.0,1.11
170699,"Fast foods, potato, mashed",Fast Foods,SR Legacy,89.0,1.65,14.6,2.82,1.3,0.0,306.0,18.0,0.31
170047,"Potato puffs, frozen, unprepared",Vegetables and Vegetable Products,SR Legacy,746.0,1.93,24.8,8.71,2.3,0.0,428.0,13.0,0.47
169269,"Potato salad, home-prepared",Vegetables and Vegetable Products,SR Legacy,143.0,2.68,11.2,8.2,1.3,0.0,529.0,19.0,0.65
170112,"Potatoes, baked, flesh, with salt",Vegetables and Vegetable Products,SR Legacy,390.0,1.96,21.6,0.1,1.5,0.0,241.0,5.0,0.35
170444,"Potatoes, canned, drained solids",Vegetables and Vegetable Products,SR Legacy,60.0,1.41,13.6,0.21,2.3,0.0,219.0,5.0,1.26
170443,"Potatoes, canned, solids and liquids",Vegetables and Vegetable Products,SR Legacy,44.0,1.2,9.89,0.11,1.4,0.0,217.0,39.0,0.72
170026,"Potatoes, flesh and skin, raw",Vegetables and Vegetable Products,SR Legacy,322.0,2.05,17.5,0.09,2.1,0.0,6.0,12.0,0.81
169768,"Potatoes, mashed, ready-to-eat",Vegetables and Vegetable Products,SR Legacy,444.0,1.97,13.3,5.01,1.9,0.0,298.0,34.0,0.27
170454,"Potatoes, o'brien, frozen, prepared",Vegetables and Vegetable Products,SR Legacy,204.0,2.22,21.9,13.2,1.7,0.0,43.0,20.0,0.96
170453,"Potatoes, o'brien, frozen, unprepared",Vegetables and Vegetable Products,SR Legacy,76.0,1.83,17.5,0.14,1.9,0.0,33.0,13.0,1.03
170498,"Potatoes, o'brien, home-prepared",Vegetables and Vegetable Products,SR Legacy,81.0,2.35,15.5,1.28,0.0,0.0,217.0,36.0,0.47
169303,"Sweet potato leaves, raw",Vegetables and Vegetable Products,SR Legacy,42.0,2.49,8.82,0.51,5.3,0.0,6.0,78.0,0.97
169305,"Sweet potato, canned, mashed",Vegetables and Vegetable Products,SR Legacy,421.0,1.98,23.2,0.2,1.7,0.0,75.0,30.0,1.33
168864,"Snacks, potato chips, made from dried potatoes, fat-free, made with olestra",Snacks,SR Legacy,253.0,5.06,56.0,0.93,7.3,0.0,429.0,20.0,1.14
167554,"Snacks, potato chips, made from dried potatoes, sour-cream and onion-flavor",Snacks,SR Legacy,547.0,6.6,51.3,37.0,1.2,0.0,541.0,64.0,1.4
172317,"Babyfood, corn and sweet potatoes, strained",Baby Foods,SR Legacy,287.0,1.26,15.2,0.28,1.8,0.0,14.0,18.0,0.31
169042,"Babyfood, juice, apple-sweet potato",Baby Foods,SR Legacy,47.0,0.3,11.4,0.1,0.5,0.0,5.0,15.0,0.3
173504,"Babyfood, vegetable, green beans and potatoes",Baby Foods,SR Legacy,62.0,2.2,9.0,1.9,1.4,0.0,18.0,60.0,0.5
172276,"Babyfood, vegetables, sweet potatoes strained",Baby Foods,SR Legacy,57.0,1.1,13.2,0.1,1.5,0.0,22.0,16.0,0.37
172277,"Babyfood, vegetables, sweet potatoes, junior",Baby Foods,SR Legacy,60.0,1.1,14.0,0.1,1.5,0.0,18.0,16.0,0.39
167656,Corned beef and potatoes in tortilla (Apache),American Indian/Alaska Native Foods,SR Legacy,224.0,7.91,29.4,8.31,1.5,0.0,511.0,27.0,1.8
169779,"Dumpling, potato- or cheese-filled, frozen","Meals, Entrees, and Side Dishes",SR Legacy,815.0,5.26,29.6,6.14,0.9,0.0,474.0,35.0,1.26
170048,"Potato puffs, frozen, oven-heated",Vegetables and Vegetable Products,SR Legacy,192.0,2.13,27.3,9.05,2.0,0.0,463.0,14.0,0.58
171608,"Potato soup, instant, dry mix","Soups, Sauces, and Gravies",SR Legacy,343.0,9.2,76.1,3.1,7.6,0.0,2400.0,172.0,2.38
170111,"Potatoes, baked, flesh and skin, with salt",Vegetables and Vegetable Products,SR Legacy,390.0,2.5,21.2,0.13,2.2,0.0,10.0,15.0,1.08
170033,"Potatoes, baked, flesh, without salt",Vegetables and Vegetable Products,SR Legacy,390.0,1.96,21.6,0.1,1.5,0.0,5.0,5.0,0.35
170113,"Potatoes, baked, skin only, with salt",Vegetables and Vegetable Products,SR Legacy,198.0,4.29,46.1,0.1,7.9,0.0,257.0,34.0,7.04
170034,"Potatoes, baked, skin, without salt",Vegetables and Vegetable Products,SR Legacy,198.0,4.29,46.1,0.1,7.9,0.0,21.0,34.0,7.04
170435,"Potatoes, red, flesh and skin, baked",Vegetables and Vegetable Products,SR Legacy,362.0,2.3,19.6,0.15,1.8,0.0,12.0,9.0,0.7
170029,"Potatoes, red, flesh and skin, raw",Vegetables and Vegetable Products,SR Legacy,70.0,1.89,15.9,0.14,1.7,0.0,18.0,10.0,0.73
170030,"Potatoes, Russet, flesh and skin, baked",Vegetables and Vegetable Products,SR Legacy,397.0,2.63,21.4,0.13,2.3,0.0,14.0,18.0,1.07
170449,"Potatoes, scalloped, dry mix, unprepared",Vegetables and Vegetable Products,SR Legacy,358.0,7.77,73.9,4.59,8.6,0.0,1580.0,62.0,2.01
174783,"Snacks, sweet potato chips, unsalted",Snacks,SR Legacy,532.0,2.94,56.8,32.4,8.8,0.0,35.0,59.0,2.12
168016,"Sweet Potato puffs, frozen, unprepared",Vegetables and Vegetable Products,SR Legacy,161.0,1.36,30.7,3.58,1.9,0.0,250.0,57.0,0.4
168485,"Sweet potato, canned, vacuum pack",Vegetables and Vegetable Products,SR Legacy,91.0,1.65,21.1,0.2,1.8,0.0,53.0,22.0,0.89
173521,"Babyfood, dinner, sweet potatoes and chicken, strained",Baby Foods,SR Legacy,310.0,2.51,11.0,2.17,1.3,0.0,22.0,30.0,0.45
170952,"Babyfood, fruit and vegetable, apple and sweet potato",Baby Foods,SR Legacy,269.0,0.3,15.3,0.22,1.4,0.0,3.0,8.0,0.2
170133,"Sweet potato leaves, cooked, steamed, with salt",Vegetables and Vegetable Products,SR Legacy,144.0,2.18,7.38,0.34,1.9,0.0,249.0,33.0,0.63
168484,"Sweet potato, cooked, boiled, without skin",Vegetables and Vegetable Products,SR Legacy,320.0,1.37,17.7,0.14,2.5,0.0,27.0,27.0,0.72
170088,"Sweet potato, cooked, candied, home-prepared",Vegetables and Vegetable Products,SR Legacy,686.0,0.89,32.1,3.54,2.1,0.0,119.0,26.0,0.79
170542,"Sweet potato, frozen, cooked, baked, with salt",Vegetables and Vegetable Products,SR Legacy,419.0,1.71,23.4,0.12,1.8,0.0,244.0,35.0,0.54
169304,"Sweet potato leaves, cooked, steamed, without salt",Vegetables and Vegetable Products,SR Legacy,144.0,2.18,7.38,0.34,1.9,0.0,7.0,33.0,0.63
170084,"Sweet potato, canned, syrup pack, drained solids",Vegetables and Vegetable Products,SR Legacy,454.0,1.28,25.4,0.32,3.0,0.0,39.0,17.0,0.95
170083,"Sweet potato, canned, syrup pack, solids and liquids",Vegetables and Vegetable Products,SR Legacy,372.0,0.98,20.9,0.2,2.5,0.0,29.0,15.0,0.8
170134,"Sweet potato, cooked, baked in skin, flesh, with salt",Vegetables and Vegetable Products,SR Legacy,90.0,2.01,20.7,0.15,3.3,0.0,246.0,38.0,0.69
170541,"Sweet potato, cooked, boiled, without skin, with salt",Vegetables and Vegetable Products,SR Legacy,320.0,1.37,17.7,0.14,2.5,0.0,263.0,27.0,0.72
169307,"Sweet potato, frozen, cooked, baked, without salt",Vegetables and Vegetable Products,SR Legacy,100.0,1.71,23.4,0.12,1.8,0.0,8.0,35.0,0.54
168015,"Sweet Potatoes, french fried, crosscut, frozen, unprepared",Vegetables and Vegetable Products,SR Legacy,874.0,1.7,25.5,11.1,3.4,0.0,214.0,39.0,0.44
168483,"Sweet potato, cooked, baked in skin, flesh, without salt",Vegetables and Vegetable Products,SR Legacy,378.0,2.01,20.7,0.15,3.3,0.0,36.0,38.0,0.69
167606,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",Vegetables and Vegetable Products,SR Legacy,762.0,2.16,35.6,8.92,5.7,0.0,146.0,52.0,0.77
169306,"Sweet potato, frozen, unprepared (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,SR Legacy,401.0,1.71,22.2,0.18,1.7,0.0,6.0,37.0,0.53
168482,"Sweet potato, raw, unprepared (Includes foods for USDA's Food Distribution Program)",Vegetables and Vegetable Products,SR Legacy,86.0,1.57,20.1,0.05,3.0,0.0,55.0,30.0,0.61
167977,"Candies, sweet chocolate",Sweets,SR Legacy,507.0,3.9,60.4,34.2,5.5,0.0,16.0,24.0,2.76
171719,"Cherries, sweet, raw",Fruits and Fruit Juices,SR Legacy,63.0,1.06,16.0,0.2,2.1,0.0,0.0,13.0,0.36
170008,"Onions, sweet, raw",Vegetables and Vegetable Products,SR Legacy,133.0,0.8,7.55,0.08,0.9,0.0,8.0,20.0,0.26
168561,"Pickle relish, sweet",Vegetables and Vegetable Products,SR Legacy,130.0,0.37,35.1,0.47,1.1,0.0,811.0,3.0,0.87
174107,"Rolls, dinner, sweet",Baked Products,SR Legacy,321.0,10.0,53.6,7.37,3.1,0.0,253.0,62.0,2.74
175033,"Sweet rolls, cheese",Baked Products,SR Legacy,360.0,7.1,43.7,18.3,1.2,0.0,357.0,118.0,0.76
